rows=4795
cols=4795
(5, 329, -912)
(5, 3689, -954)
(5, 244, -982)
(6, 193, -173)
(6, 2128, -794)
(6, 613, -336)
(6, 2328, -303)
(6, 2178, -922)
(6, 1862, -582)
(6, 261, -406)
(6, 672, -933)
(6, 1361, 513)
(6, 1872, -950)
(6, 969, -535)
(6, 3751, -512)
(6, 903, 651)
(6, 2494, -756)
(6, 1459, -113)
(6, 329, 792)
(6, 3980, 567)
(6, 1885, -661)
(6, 3476, -989)
(6, 288, -514)
(6, 1285, -751)
(6, 1446, 900)
(6, 2834, -248)
(6, 886, -651)
(6, 3634, -109)
(6, 1366, -970)
(6, 515, -821)
(6, 1414, -803)
(6, 1962, -710)
(6, 2529, -775)
(6, 736, -856)
(6, 2191, -976)
(6, 2096, -749)
(6, 4264, -543)
(6, 4274, 707)
(6, 3212, -742)
(6, 1500, -767)
(6, 3540, -914)
(6, 2122, -527)
(6, 1688, -707)
(6, 2147, -584)
(6, 1506, 976)
(6, 304, -989)
(6, 1751, -694)
(6, 4126, -518)
(6, 621, 550)
(6, 2223, -564)
(6, 960, -995)
(6, 1583, -744)
(6, 1898, -777)
(6, 2072, -763)
(6, 1704, -893)
(6, 781, -617)
(6, 463, -1022)
(6, 855, -695)
(6, 2053, -520)
(6, 2263, -1001)
(6, 876, 754)
(6, 1679, 367)
(6, 2156, 148)
(6, 4236, -786)
(6, 1306, -874)
(6, 571, -752)
(6, 628, 282)
(6, 2315, -949)
(6, 955, 18)
(6, 1837, -1001)
(6, 3266, 553)
(6, 2762, 574)
(6, 3667, -906)
(6, 1771, -625)
(6, 2, -78)
(6, 1231, -354)
(6, 3648, -526)
(6, 168, -84)
(6, 3142, 878)
(6, 1606, -656)
(6, 351, 204)
(6, 81, -1022)
(6, 4003, -817)
(6, 2394, -415)
(6, 1000, -679)
(6, 13, -672)
(6, 4285, 657)
(6, 1962, -857)
(6, 2763, 20)
(6, 2278, 384)
(6, 1624, -637)
(6, 178, 630)
(6, 163, -647)
(6, 2341, -1010)
(6, 2870, -543)
(6, 1859, -948)
(7, 2306, -956)
(7, 3966, 825)
(7, 616, -37)
(7, 376, -476)
(7, 673, -791)
(7, 1647, -975)
(7, 1323, 546)
(7, 156, -727)
(7, 1265, -571)
(7, 392, 174)
(7, 188, -796)
(7, 169, -318)
(7, 2239, -903)
(7, 1132, 1006)
(7, 1375, -605)
(7, 4107, 651)
(7, 2341, -666)
(7, 2769, -569)
(7, 1715, 159)
(7, 472, -718)
(7, 1070, -964)
(7, 1310, -643)
(7, 1364, -992)
(7, 2769, -4)
(7, 2017, -50)
(7, 3883, -801)
(7, 3007, -627)
(7, 3262, -765)
(7, 2211, -850)
(7, 1932, -616)
(7, 4626, -628)
(7, 896, 404)
(7, 4670, -790)
(7, 844, 731)
(7, 742, -772)
(7, 2541, -612)
(7, 2028, -999)
(7, 3082, -653)
(7, 3130, -682)
(7, 664, -924)
(7, 1638, -625)
(7, 2615, -558)
(7, 1930, -656)
(7, 887, -962)
(7, 4262, -999)
(7, 4307, -879)
(7, 2356, -524)
(7, 694, -959)
(7, 2715, -1023)
(7, 4540, -947)
(7, 4242, -571)
(7, 1620, -355)
(7, 1484, -893)
(7, 935, 71)
(7, 554, -117)
(7, 1839, 277)
(7, 1437, -746)
(7, 521, -540)
(7, 532, -525)
(7, 45, -899)
(7, 1612, -917)
(7, 126, -28)
(7, 3868, -554)
(7, 3786, -950)
(7, 4, -632)
(7, 475, -948)
(7, 35, -830)
(7, 3952, -969)
(7, 879, -727)
(7, 1486, -554)
(7, 1515, -621)
(7, 1687, -266)
(7, 1246, -614)
(7, 3957, -679)
(7, 2134, 640)
(7, 3633, -930)
(7, 3826, -901)
(7, 1392, -697)
(7, 660, 460)
(7, 3610, 878)
(7, 3821, -533)
(7, 3422, 384)
(7, 3718, 261)
(7, 2523, -808)
(7, 1243, -425)
(7, 1054, 655)
(7, 4154, 118)
(7, 3840, 837)
(7, 511, -1010)
(7, 155, -713)
(7, 783, -526)
(7, 1126, -516)
(7, 2617, -1017)
(7, 197, -59)
(7, 1018, -799)
(7, 586, 72)
(7, 1676, -823)
(8, 3930, 43)
(8, 659, 67)
(8, 2121, -966)
(8, 4001, -605)
(8, 913, -990)
(8, 2600, -796)
(8, 858, -817)
(8, 3754, -735)
(8, 711, -629)
(8, 7, -649)
(8, 1855, -618)
(8, 3700, -735)
(8, 958, -908)
(8, 1651, -496)
(8, 1905, -333)
(8, 652, -562)
(8, 1907, 624)
(8, 2254, -516)
(8, 164, -581)
(8, 3228, -699)
(8, 2364, 979)
(8, 242, -512)
(8, 1297, -813)
(8, 592, -766)
(8, 764, -905)
(8, 819, -919)
(8, 783, -930)
(8, 2155, 264)
(8, 3694, -661)
(8, 3032, 499)
(8, 3177, -754)
(8, 612, -939)
(8, 4672, -714)
(8, 1071, -722)
(8, 1432, -882)
(8, 1949, -387)
(8, 151, 588)
(8, 1059, -634)
(8, 69, -476)
(8, 1159, -981)
(8, 4269, 42)
(8, 135, 953)
(8, 4441, -936)
(8, 3281, -43)
(8, 486, -795)
(8, 2332, -849)
(8, 401, -532)
(8, 1510, -587)
(8, 1550, 164)
(8, 2569, -634)
(8, 3866, 253)
(8, 860, 571)
(8, 2065, 685)
(8, 4757, 152)
(8, 2108, -932)
(8, 535, -994)
(8, 3649, -764)
(8, 3253, -1019)
(9, 4054, -580)
(9, 492, 904)
(9, 1894, -726)
(9, 1882, -608)
(9, 3062, 485)
(9, 1136, -773)
(9, 1374, -691)
(9, 4061, 430)
(9, 462, -931)
(9, 1665, -995)
(9, 2170, -555)
(9, 1012, 94)
(9, 1045, -762)
(9, 809, -961)
(9, 2167, -565)
(9, 926, 347)
(9, 766, -587)
(9, 3855, -486)
(9, 2303, -692)
(9, 2261, -41)
(9, 4207, -791)
(9, 668, 193)
(9, 1601, -504)
(9, 923, -826)
(9, 3703, -769)
(9, 494, 999)
(9, 192, -30)
(9, 2245, -709)
(9, 151, -516)
(9, 1226, -868)
(9, 1565, -861)
(9, 1926, -380)
(9, 3315, -110)
(9, 1826, 238)
(9, 3455, -146)
(9, 158, -864)
(9, 140, -589)
(9, 1672, -829)
(9, 1964, 845)
(9, 4480, -619)
(9, 3653, -683)
(9, 3073, -677)
(9, 4263, -242)
(9, 930, -572)
(9, 4744, -600)
(9, 1213, -681)
(9, 3998, -689)
(10, 633, 437)
(10, 58, -1001)
(10, 146, -922)
(10, 2626, -573)
(10, 2035, -776)
(10, 3058, -210)
(10, 1040, -998)
(10, 2992, -593)
(10, 2104, -827)
(10, 1826, -709)
(10, 726, -613)
(10, 379, 415)
(10, 1229, -687)
(10, 685, -449)
(10, 1189, 648)
(10, 1165, -784)
(10, 2037, -860)
(10, 4102, -360)
(10, 3473, -1006)
(10, 550, -929)
(10, 280, -744)
(10, 2062, -740)
(10, 1481, -656)
(10, 4450, -538)
(10, 1506, -725)
(10, 1105, 990)
(10, 4096, -792)
(10, 3401, -723)
(10, 1943, -597)
(10, 104, -530)
(11, 1345, -707)
(11, 1223, -789)
(11, 4424, -800)
(11, 1138, -897)
(11, 1149, -726)
(11, 139, 872)
(11, 479, -573)
(11, 419, -521)
(11, 1143, -579)
(11, 654, 295)
(11, 3379, -485)
(11, 1997, 354)
(11, 908, -435)
(11, 1346, -801)
(11, 1293, -575)
(11, 3980, -280)
(11, 586, -174)
(11, 875, -881)
(11, 2098, -819)
(11, 195, -903)
(11, 4657, -785)
(11, 4716, -781)
(11, 621, 575)
(11, 3156, -385)
(11, 3718, -553)
(11, 1355, -9)
(11, 1073, -821)
(11, 890, 537)
(11, 1459, -974)
(11, 457, -858)
(11, 1765, -587)
(11, 1324, -889)
(11, 456, -664)
(11, 4175, -780)
(11, 4377, -868)
(11, 1018, -19)
(11, 208, -293)
(11, 643, -343)
(11, 3198, -669)
(11, 1968, -938)
(11, 3396, -818)
(11, 1688, -736)
(11, 116, -933)
(11, 519, 351)
(11, 440, -611)
(11, 819, -924)
(11, 1103, -587)
(11, 858, 167)
(11, 102, 520)
(11, 36, 217)
(11, 740, 124)
(11, 2207, -551)
(11, 832, -861)
(11, 2169, 256)
(11, 9, -450)
(11, 1988, -653)
(11, 752, -975)
(11, 1783, -703)
(11, 2164, -940)
(11, 1522, -711)
(11, 3055, 571)
(11, 1367, -937)
(11, 564, -995)
(11, 3774, -917)
(11, 1457, -953)
(11, 1182, 552)
(11, 651, -554)
(11, 1559, -584)
(11, 158, -625)
(11, 847, -972)
(11, 2051, -663)
(11, 313, -718)
(11, 2329, -109)
(11, 612, 556)
(11, 1658, 418)
(11, 1023, -927)
(11, 516, -544)
(11, 159, -556)
(11, 2073, 800)
(11, 1019, -625)
(11, 844, -522)
(11, 1533, -278)
(11, 3932, -923)
(11, 335, -892)
(11, 34, -988)
(11, 1427, 1007)
(11, 2842, -578)
(11, 616, -2)
(11, 3661, -552)
(11, 311, -955)
(11, 1114, -990)
(11, 2686, -819)
(11, 1040, -148)
(11, 4247, -846)
(11, 2141, -631)
(11, 716, -620)
(11, 26, -889)
(11, 3635, -631)
(11, 2022, 336)
(11, 2309, -679)
(11, 1935, -833)
(11, 290, -995)
(11, 1821, -611)
(11, 685, -357)
(11, 4746, -927)
(11, 201, -985)
(11, 678, -928)
(11, 1149, 821)
(11, 221, -941)
(11, 1523, -934)
(11, 2270, -991)
(11, 70, -531)
(11, 2438, -789)
(11, 3808, -718)
(11, 3966, -601)
(11, 1417, 295)
(11, 1639, 135)
(11, 265, -861)
(11, 820, 905)
(11, 467, -574)
(11, 1033, 830)
(11, 763, -556)
(11, 1371, -817)
(11, 3235, -785)
(11, 1055, -65)
(11, 4565, -606)
(11, 871, -188)
(11, 669, -905)
(11, 414, -722)
(11, 2050, 538)
(11, 602, -789)
(11, 1878, 526)
(11, 3972, -892)
(11, 1469, 205)
(11, 1065, -601)
(11, 4387, 340)
(11, 1846, -909)
(11, 1652, -321)
(11, 1349, -606)
(11, 1399, -689)
(11, 1624, 112)
(11, 4108, -651)
(11, 438, -774)
(11, 775, -604)
(11, 2903, -822)
(11, 263, -167)
(11, 802, -642)
(11, 3918, -612)
(11, 1399, -843)
(11, 3206, -89)
(11, 655, -479)
(11, 4187, -983)
(11, 4311, -633)
(11, 1710, -878)
(11, 1307, -347)
(11, 689, 22)
(12, 2101, -935)
(12, 1955, 892)
(12, 3786, -596)
(12, 4152, 209)
(12, 1913, -708)
(14, 2373, 42)
(14, 1935, -792)
(14, 1243, -869)
(14, 875, -1016)
(14, 1107, 139)
(14, 194, -640)
(14, 922, -537)
(14, 2356, -644)
(14, 1081, -954)
(14, 521, -614)
(14, 423, 559)
(14, 57, 815)
(14, 790, 942)
(14, 911, -765)
(14, 1338, 1020)
(14, 1924, -829)
(14, 2061, -828)
(14, 1380, -848)
(14, 1558, -850)
(14, 225, -512)
(14, 426, -986)
(14, 1379, -725)
(14, 1642, -997)
(14, 1646, -651)
(14, 1872, -533)
(14, 2140, -568)
(14, 2150, -149)
(14, 2225, -1004)
(14, 1990, 37)
(14, 2336, 666)
(14, 1386, -972)
(14, 1090, 799)
(14, 70, 547)
(14, 119, -614)
(14, 852, -555)
(14, 1578, -813)
(14, 961, -993)
(14, 1752, -652)
(14, 181, 69)
(14, 2123, -383)
(14, 4530, 374)
(14, 4189, -1017)
(14, 1744, -941)
(14, 36, -1006)
(14, 2003, -546)
(14, 67, -579)
(14, 2407, -702)
(14, 4541, 50)
(14, 1876, -733)
(14, 838, -349)
(14, 2202, 846)
(14, 861, -885)
(14, 295, -605)
(14, 4326, -185)
(14, 2284, -780)
(14, 2306, -518)
(14, 2197, -610)
(14, 1521, -738)
(14, 948, -801)
(14, 236, -154)
(14, 573, -760)
(14, 1633, -715)
(14, 2139, -63)
(14, 1445, 761)
(14, 316, -931)
(14, 1784, 954)
(14, 733, -821)
(14, 426, -662)
(14, 184, 842)
(14, 1516, 934)
(14, 435, -11)
(14, 980, -730)
(14, 1605, -968)
(14, 962, -561)
(14, 2931, -908)
(14, 2282, 293)
(14, 2135, -193)
(14, 2081, 262)
(14, 1495, -789)
(14, 1247, 563)
(14, 1935, -624)
(14, 2474, 725)
(14, 897, -707)
(14, 532, 685)
(14, 2127, -880)
(14, 661, 66)
(14, 365, 676)
(14, 430, -541)
(14, 388, -544)
(14, 3982, -746)
(14, 1047, -470)
(14, 360, -1001)
(14, 2044, -240)
(14, 2359, -682)
(14, 47, -564)
(14, 4357, -427)
(14, 370, -939)
(14, 1305, 214)
(14, 1394, -635)
(14, 721, 895)
(14, 3514, -906)
(14, 1174, -523)
(14, 3425, 525)
(14, 1380, -551)
(14, 276, 92)
(14, 2079, 33)
(14, 2863, -936)
(14, 35, -807)
(14, 154, -579)
(14, 1744, -932)
(14, 1150, -644)
(14, 1426, -580)
(14, 1214, 733)
(14, 346, 588)
(14, 1412, -566)
(14, 2177, -650)
(14, 2037, -532)
(15, 1399, 277)
(15, 2163, 616)
(15, 3043, -881)
(15, 376, -581)
(15, 752, -975)
(15, 48, 398)
(15, 1885, -782)
(15, 109, -963)
(15, 1559, -750)
(15, 120, -900)
(15, 1003, -981)
(15, 1308, -524)
(15, 517, -867)
(15, 2285, -917)
(15, 2189, 563)
(15, 1073, -766)
(15, 3299, -722)
(15, 1692, -809)
(15, 267, -912)
(15, 274, 245)
(15, 2074, -536)
(15, 4689, 370)
(15, 734, -587)
(15, 892, -901)
(15, 1879, -583)
(15, 1947, -227)
(15, 2683, -605)
(15, 3374, 450)
(15, 146, -164)
(15, 1460, 284)
(15, 3038, -954)
(15, 1052, -746)
(15, 1213, -537)
(15, 79, 807)
(15, 2335, -569)
(15, 1363, -398)
(15, 3875, -927)
(15, 961, 545)
(15, 2129, -921)
(15, 2337, -757)
(15, 1831, 419)
(15, 1073, -595)
(15, 920, -548)
(15, 190, 95)
(15, 1760, -671)
(15, 4780, -393)
(15, 56, -61)
(15, 2469, -581)
(15, 291, -738)
(15, 4645, -578)
(15, 243, 852)
(15, 3661, -128)
(15, 1770, 724)
(15, 3800, -860)
(15, 1991, -117)
(15, 1711, 877)
(15, 2527, 370)
(15, 4286, 450)
(15, 693, -940)
(15, 4335, -774)
(15, 2749, 104)
(15, 1819, 95)
(15, 3378, 879)
(15, 698, -174)
(15, 723, 186)
(15, 631, 116)
(16, 130, 342)
(16, 2119, -250)
(16, 281, -523)
(16, 4530, -647)
(16, 1083, -29)
(16, 353, -469)
(16, 2145, -878)
(16, 541, 749)
(16, 1530, -564)
(16, 808, -731)
(16, 1015, -941)
(16, 1642, -620)
(16, 1199, 995)
(16, 1364, -185)
(16, 1270, 103)
(16, 3598, -953)
(16, 2035, -977)
(16, 4514, -816)
(16, 1639, -851)
(16, 2112, -575)
(16, 3070, -552)
(16, 3448, 640)
(16, 113, 659)
(16, 4199, -926)
(16, 1929, -644)
(16, 1476, -602)
(16, 801, 257)
(16, 1549, -796)
(16, 2745, -524)
(16, 1674, -458)
(16, 1874, -765)
(16, 358, -600)
(16, 4589, -783)
(16, 2333, -951)
(16, 2299, 377)
(16, 2337, 623)
(16, 17, -365)
(16, 496, -967)
(16, 478, 711)
(16, 686, -722)
(16, 459, -559)
(16, 3523, -627)
(16, 1724, -1003)
(16, 919, -715)
(16, 3167, 183)
(16, 1703, -249)
(16, 223, -762)
(16, 965, -1009)
(16, 289, -965)
(16, 617, -134)
(16, 746, -700)
(16, 2242, -876)
(16, 395, 24)
(16, 4016, -301)
(16, 233, -993)
(16, 4140, 397)
(16, 1207, -876)
(16, 98, 8)
(16, 284, -864)
(16, 4571, 122)
(16, 2060, -554)
(16, 2053, -240)
(16, 1635, 964)
(16, 3368, 724)
(16, 1714, -768)
(16, 45, -649)
(16, 3708, -711)
(16, 136, -253)
(16, 322, -663)
(16, 505, -907)
(16, 60, -995)
(16, 807, -831)
(16, 498, -941)
(16, 400, -761)
(16, 1539, -589)
(16, 1566, 480)
(16, 837, -552)
(16, 1092, -906)
(16, 363, -90)
(16, 570, 595)
(16, 2304, -603)
(16, 4384, 537)
(16, 985, -55)
(16, 173, -881)
(16, 3064, -670)
(16, 2580, -723)
(16, 2025, -745)
(16, 275, -116)
(16, 177, -798)
(16, 334, -722)
(16, 493, 425)
(16, 1775, -691)
(16, 2569, -910)
(16, 1523, 36)
(16, 141, 645)
(16, 2820, -790)
(16, 2124, -96)
(16, 1561, -642)
(16, 2074, 172)
(16, 286, -597)
(16, 2788, -787)
(16, 2223, 35)
(16, 4178, 362)
(16, 748, 185)
(16, 3626, -584)
(16, 1926, -700)
(16, 4758, 1005)
(16, 303, -776)
(16, 1272, -221)
(16, 3754, -645)
(16, 3360, 496)
(16, 2769, -408)
(16, 749, -846)
(16, 2043, -642)
(16, 3634, 398)
(16, 1905, -639)
(16, 1569, 866)
(16, 459, -862)
(16, 430, -957)
(16, 123, -1001)
(16, 1797, -678)
(16, 350, -970)
(16, 257, -93)
(16, 4223, -794)
(16, 3951, -803)
(16, 849, 385)
(16, 2133, -564)
(16, 907, 161)
(16, 930, -420)
(16, 611, -377)
(16, 94, 513)
(16, 1119, -380)
(16, 2911, -65)
(16, 1863, 327)
(16, 3465, -775)
(16, 811, -916)
(16, 1550, -552)
(16, 2086, -808)
(16, 3783, -1018)
(16, 365, -1003)
(16, 4504, 33)
(16, 1205, 820)
(17, 2746, -901)
(17, 3674, -575)
(17, 4386, -578)
(17, 1336, -999)
(17, 978, 504)
(17, 1268, -693)
(17, 4653, -650)
(17, 1590, 673)
(17, 3293, -554)
(17, 1210, 905)
(17, 2000, -799)
(17, 2159, 1022)
(17, 1029, -663)
(17, 4275, -214)
(17, 4793, -820)
(17, 2359, -930)
(17, 3975, -865)
(17, 2049, -621)
(17, 4168, -1020)
(17, 911, -714)
(17, 185, -590)
(17, 897, -823)
(17, 2404, -564)
(17, 1779, -218)
(17, 1406, 256)
(17, 3028, 607)
(17, 1221, 185)
(17, 256, -645)
(17, 2094, 900)
(17, 1796, 364)
(18, 1454, -859)
(18, 2217, -231)
(18, 2101, -646)
(18, 216, -717)
(18, 2298, -991)
(18, 4551, -671)
(18, 4598, 910)
(18, 3334, -723)
(18, 2397, -874)
(18, 4202, 243)
(18, 3745, -616)
(18, 1363, -830)
(18, 1638, -396)
(18, 576, -730)
(18, 1156, -559)
(18, 56, 40)
(18, 15, 156)
(18, 2588, -363)
(18, 189, -914)
(18, 2498, -516)
(18, 4491, -854)
(18, 1328, -509)
(18, 2216, -676)
(18, 2270, 700)
(18, 1931, 59)
(18, 1322, -818)
(18, 2614, -659)
(18, 2954, -648)
(18, 1781, -590)
(18, 885, -697)
(18, 1198, -1010)
(18, 1170, -529)
(18, 3325, 386)
(18, 3796, -930)
(18, 2654, 619)
(18, 2192, 470)
(18, 2827, -920)
(18, 1431, -546)
(18, 3846, -199)
(18, 732, -676)
(18, 451, 137)
(18, 2041, -96)
(18, 2367, -990)
(18, 1052, -587)
(18, 2343, -681)
(18, 4133, -513)
(18, 1077, 144)
(18, 2055, -809)
(18, 2133, -768)
(18, 187, 850)
(18, 1453, -700)
(18, 77, -526)
(18, 2898, -213)
(18, 1901, -672)
(18, 1385, 758)
(18, 636, -889)
(18, 1061, -830)
(18, 1485, -197)
(18, 50, 727)
(18, 1342, -585)
(18, 3384, 469)
(18, 1547, 968)
(18, 1826, 948)
(18, 3591, -834)
(18, 1940, -654)
(18, 3065, -789)
(18, 2531, -346)
(18, 1861, -756)
(18, 600, -989)
(18, 4550, -629)
(18, 62, -835)
(18, 4540, 556)
(18, 1975, 456)
(18, 525, -38)
(18, 1242, -853)
(18, 147, 436)
(18, 4743, -602)
(18, 1885, 911)
(18, 4167, -858)
(18, 1477, -935)
(18, 1121, -711)
(18, 2352, -743)
(18, 3829, -677)
(18, 1186, -929)
(18, 879, -834)
(18, 1145, -579)
(18, 1660, -763)
(18, 3220, -331)
(18, 286, 990)
(18, 3377, -179)
(18, 1620, -260)
(18, 2147, 374)
(18, 1989, -847)
(18, 2446, -808)
(18, 1474, 61)
(18, 545, -822)
(18, 3009, -110)
(18, 4058, -666)
(18, 127, -802)
(18, 801, 470)
(18, 2643, -959)
(18, 1528, 497)
(18, 1747, -828)
(18, 1303, 364)
(18, 70, -43)
(18, 2549, -813)
(18, 702, -551)
(18, 2119, -568)
(18, 2118, -159)
(18, 418, 264)
(18, 1938, 275)
(18, 3069, -805)
(18, 1219, 774)
(18, 653, 701)
(18, 2305, -300)
(18, 1350, -513)
(18, 561, -911)
(18, 1913, -696)
(18, 29, -692)
(18, 4722, 849)
(18, 473, 842)
(18, 165, -817)
(18, 4499, -981)
(18, 2112, -674)
(18, 1069, -644)
(18, 916, -1003)
(18, 219, -788)
(18, 1445, 330)
(18, 142, -452)
(18, 501, 804)
(18, 968, -971)
(18, 4, -695)
(18, 432, 531)
(18, 1955, -630)
(18, 4148, -649)
(18, 1299, 1005)
(18, 1638, -36)
(18, 3924, 156)
(18, 1247, -1006)
(18, 834, 1004)
(18, 3762, -929)
(18, 3002, -961)
(18, 397, -462)
(18, 2034, -906)
(18, 1346, -901)
(18, 2771, -708)
(18, 642, 978)
(18, 700, 91)
(18, 188, -675)
(18, 1579, -863)
(18, 3951, -463)
(18, 1685, -798)
(18, 894, -120)
(18, 578, -538)
(18, 1053, -83)
(18, 1981, 102)
(18, 1329, -683)
(18, 2404, -640)
(18, 2311, -523)
(18, 1216, -57)
(18, 2024, -788)
(18, 1997, 496)
